,Player_URL,Name,Date_of_Birth,City_of_Birth,Country_of_Birth,Citizenship,Height,Foot,Agent,Outfitter,Main_Position,Other_Position,Youth_Club,Avg Temp
60,https://www.transfermarkt.com/chicharito/profil/spieler/50935,Chicharito,01/06/1988,Guadalajara,Mexico,['Mexico'],175,right,7DS,adidas,Centre-Forward,['Second Striker'],['Deportivo Guadalajara (1997-2006)'],21.3364623
61,https://www.transfermarkt.com/eero-markkanen/profil/spieler/225078,Eero Markkanen,03/07/1991,Jyväskylä,Finland,['Finland'],197,left,,,Centre-Forward,,['JJK Jyväskylä'],2.752991071
62,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976,Borja Mayoral,05/04/1997,Parla,Spain,['Spain'],182,right,Footfeel ISM,,Centre-Forward,,"['AD Parla (2004-2007)', ' Real Madrid (2007-2015)']",14.64146131
63,https://www.transfermarkt.com/kiko-casilla/profil/spieler/27486,Kiko Casilla,02/10/1986,Alcover,Spain,['Spain'],190,right,CONTROL ORIENTADO,,Goalkeeper,,,14.64146131
64,https://www.transfermarkt.com/alex-craninx/profil/spieler/208512,Álex Craninx,21/10/1995,Málaga,Spain,"['Belgium', 'Spain']",197,right,Let's Play,,Goalkeeper,,"['La Laguna (2000-2008)', ' Fuengirola (2008-2011)']",14.64146131
65,https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,Philipp Lienhart,11/07/1996,Lilienfeld,Austria,['Austria'],189,right,YOU FIRST,Nike,Centre-Back,['Defensive Midfield'],['SC Lilienfeld (2002-)'],#N/A
66,https://www.transfermarkt.com/danilo/profil/spieler/145707,Danilo,15/07/1991,Bicas,Brazil,['Brazil'],184,right,B2F,,Right-Back,"['Defensive Midfield', 'Centre-Back']",,#N/A
67,https://www.transfermarkt.com/alvaro-tejero/profil/spieler/290273,Álvaro Tejero,20/07/1996,Madrid,Spain,['Spain'],174,both,CAA Base Ltd,Nike,Right-Back,['Left-Back'],['U. D. Collado Villalba (2004-2005)'],14.64146131
68,https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471,Mateo Kovacic,06/05/1994,Linz,Austria,['Croatia'],177,right,VPA Sports,Nike,Central Midfield,"['Attacking Midfield', 'Defensive Midfield']","['ASKÖ Ebelsberg (1999-2000)', '\r\nLASK Linz (2000–2007)', '\r\nGNK Dinamo Zagreb (2007–2010)']",#N/A
69,https://www.transfermarkt.com/jose-carlos-lazo/profil/spieler/282410,José Carlos Lazo,16/02/1996,Sanlúcar de Barrameda,Spain,['Spain'],178,both,Niagara Sports Company,,Left Winger,['Right Winger'],,14.64146131
70,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073,Achraf Hakimi,04/11/1998,Madrid,Spain,"['Morocco', 'Spain']",181,right,Footfeel ISM,adidas,Right-Back,"['Right Midfield', 'Left-Back']","['CD Colonia Ofigevi (2005-2006)', ' Real Madrid (2006-2016)']",14.64146131
71,https://www.transfermarkt.com/enzo-zidane/profil/spieler/106825,Enzo Zidane,24/03/1995,Bordeaux,France,"['France', 'Spain']",185,both,,,Attacking Midfield,"['Left Winger', 'Right Winger']","['French Lycee (2000-2001)', ' San Jose (2001-2004)']",13.84704464
72,https://www.transfermarkt.com/marco-asensio/profil/spieler/296622,Marco Asensio,21/01/1996,Palma de Mallorca,Spain,"['Spain', 'Netherlands']",182,left,Gestifute,adidas,Right Winger,"['Left Winger', 'Attacking Midfield']",['Playas de Calvià (2003-2006)'],14.64146131
73,https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,Mariano Díaz,01/08/1993,Premià de Mar,Spain,"['Dominican Republic', 'Spain']",180,right,YOU FIRST,,Centre-Forward,,"['RCD Espanyol (2002–2006)', ' CE Premià (2006–2008)', ' Sánchez Llibre (2008–2009)', ' CF Badalona (2009-2011)', ' Real Madrid (2011-2012)']",14.64146131
74,https://www.transfermarkt.com/luca-zidane/profil/spieler/283489,Luca Zidane,13/05/1998,Marseille,France,"['France', 'Spain']",183,right,Roalza,,Goalkeeper,,,13.84704464
75,https://www.transfermarkt.com/moha-ramos/profil/spieler/495602,Moha Ramos,13/04/2000,Santa Cruz de Tenerife,Spain,"['Spain', 'Senegal']",189,right,Relatives,,Goalkeeper,,,14.64146131
76,https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896,Jesús Vallejo,05/01/1997,Zaragoza,Spain,['Spain'],184,right,,Nike,Centre-Back,['Right-Back'],,14.64146131
77,https://www.transfermarkt.com/manu-hernando/profil/spieler/396161,Manu Hernando,19/07/1998,Palencia,Spain,['Spain'],183,right,YOU FIRST,,Centre-Back,,"['Club Internacional de la Amistad (2004-2010)', ' Real Madrid (2010-2017)']",14.64146131
78,https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,Theo Hernández,06/10/1997,Marseille,France,"['France', 'Spain']",184,left,Manuel García Quilón,,Left-Back,['Left Midfield'],"['CF Rayo Majadahonda (2006-2007)', ' Atlético Madrid (2007–2015)']",13.84704464
79,https://www.transfermarkt.com/luismi-quezada/profil/spieler/282428,Luismi Quezada,11/02/1996,Madrid,Spain,"['Dominican Republic', 'Spain']",171,left,Futivpro,,Left-Back,"['Left Winger', 'Left Midfield']","['SS Reyes (2004–2005)', ' DAV Santa Ana (2005–2006)']",14.64146131
