,Player_URL,Name,Date_of_Birth,City_of_Birth,Country_of_Birth,Citizenship,Height,Foot,Agent,Outfitter,Main_Position,Other_Position,Youth_Club
15,https://www.transfermarkt.com/lassana-diarra/profil/spieler/23914,Lassana Diarra,"Mar 10, 1985",['Paris'],['France'],"['France', 'Mali']","1,73",right,,,Defensive Midfield,"['Central Midfield', 'Right-Back']","['Paris FC (1998-1999)', ' FC Nantes (1999-2001)', ' UC Le Mans (2001-2002)', ' Le Havre AC (2002-2004)']"
16,https://www.transfermarkt.com/michael-essien/profil/spieler/5588,Michael Essien,"Dec 3, 1982",['Accra'],['Ghana'],"['Ghana', 'France']","1,78",right,,,Defensive Midfield,"['Central Midfield', 'Right-Back']",['Liberty Professionals Accra']
17,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Casemiro,"Feb 23, 1992",['São José dos Campos'],['Brazil'],"['Brazil', 'Spain']","1,85",right,Best of You,,Defensive Midfield,,
18,https://www.transfermarkt.com/fabinho/profil/spieler/225693,Fabinho,"Oct 23, 1993",['Campinas'],['Brazil'],['Brazil'],"1,88",right,Gestifute,adidas,Defensive Midfield,"['Right-Back', 'Centre-Back']","['Paulínia Futebol Clube (2005-2011)', ' Fluminense FC (2011-2012)']"
19,https://www.transfermarkt.com/omar-mascarell/profil/spieler/142031,Omar Mascarell,"Feb 2, 1993",['Santa Cruz de Tenerife'],['Spain'],"['Spain', 'Equatorial Guinea']","1,81",right,LEADERBROCK,adidas,Defensive Midfield,['Central Midfield'],"['UD Santa Cruz (1998-2000)', ' UD Tegueste (2000-2007)', ' CD Laguna de Tenerife (2007-2010)']"
20,https://www.transfermarkt.com/luka-modric/profil/spieler/27992,Luka Modric,"Sep 9, 1985",['Zadar'],['Jugoslawien (SFR)'],['Croatia'],"1,72",right,Universal Twenty Two,Nike,Central Midfield,['Attacking Midfield'],
21,https://www.transfermarkt.com/sami-khedira/profil/spieler/29401,Sami Khedira,"Apr 4, 1987",['Stuttgart'],['Germany'],"['Germany', 'Tunisia']","1,89",right,NGM SPORTS,Nike,Central Midfield,['Defensive Midfield'],
22,https://www.transfermarkt.com/esteban-granero/profil/spieler/44065,Esteban Granero,"Jul 2, 1987",['Madrid'],['Spain'],['Spain'],"1,80",right,Best of You,,Central Midfield,['Attacking Midfield'],
23,https://www.transfermarkt.com/jose-rodriguez/profil/spieler/165012,José Rodríguez,"Dec 16, 1994",['Villajoyosa'],['Spain'],['Spain'],"1,81",right,CAA Stellar,,Central Midfield,['Defensive Midfield'],['Villajoyosa C.F (2002-2007)']
24,https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664,Mesut Özil,"Oct 15, 1988",['Gelsenkirchen'],['Germany'],['Germany'],"1,80",left,GROW,Nike,Attacking Midfield,"['Left Winger', 'Right Winger']","['Westfalia 04 Gelsenkirchen (1995-1998)', ' DJK Teutonia Schalke (1998–1999)', ' DJK Falke Gelsenkirchen (1999–2000)', ' Rot-Weiss Essen (2000-2005)', ' FC Schalke 04 (2005-2006)']"
25,https://www.transfermarkt.com/kaka/profil/spieler/3366,Kaká,"Apr 22, 1982",['Gama'],['Brazil'],"['Brazil', 'Italy']","1,86",both,,adidas,Attacking Midfield,"['Left Winger', 'Right Winger']",['FC São Paulo (1994-2000)']
26,https://www.transfermarkt.com/alex-fernandez/profil/spieler/89733,Álex Fernández,"Oct 15, 1992",['Alcalá de Henares'],['Spain'],['Spain'],"1,83",right,Niagara Sports Company,,Attacking Midfield,"['Central Midfield', 'Right Midfield']",['R.S.D. Alcalá']
27,https://www.transfermarkt.com/denis-cheryshev/profil/spieler/98322,Denis Cheryshev,"Dec 26, 1990",['Nizhniy Novgorod'],['UdSSR'],"['Russia', 'Spain']","1,79",left,Wasserman,,Left Winger,"['Right Winger', 'Second Striker']",
28,https://www.transfermarkt.com/angel-di-maria/profil/spieler/45320,Ángel Di María,"Feb 14, 1988",['Rosario'],['Argentina'],"['Argentina', 'Italy']","1,80",left,Gestifute,adidas,Right Winger,"['Left Winger', 'Attacking Midfield']",['CA Rosario Central (1992-2005)']
29,https://www.transfermarkt.com/jose-callejon/profil/spieler/61253,José Callejón,"Feb 11, 1987",['Motril'],['Spain'],['Spain'],"1,78",right,Manuel García Quilón,adidas,Right Winger,"['Left Winger', 'Right Midfield']",['ADF Costa Tropical (1993-2002)']
30,https://www.transfermarkt.com/cristiano-ronaldo/profil/spieler/8198,Cristiano Ronaldo,"Feb 5, 1985",['Funchal'],['Portugal'],['Portugal'],"1,87",right,Gestifute,Nike,Centre-Forward,"['Left Winger', 'Right Winger']","['CF Andorinha (1992-1995)', ' \r\nCD Nacional (1995-1997)', ' \r\nSporting CP (1997-2002)']"
